18.3379,58.28253
-161.6621,58.28253
-161.6621,79.18998
18.3379,79.18998
-141.97785,67.42523
-71.66209,82.98845
-1.34635,67.42523
-141.528,52.56765
-108.06384,71.94359
-35.26035,71.94358
-145.7692,40.00548
-121.15719,58.49753
-71.66209,69.09484
-127.17448,44.52962
-96.05662,59.76888
-47.26757,59.76888
-133.00571,32.27492
-108.87215,47.89626
-71.6621,56.83208
-136.67713,19.83993
-116.6621,35.26439
-89.7329,47.45135
-121.70264,23.807
-101.58693,35.98666
-71.6621,44.426
-125.95822,12.0769
-107.40536,23.92009
-86.42307,34.79764
-71.6621,31.71747
-53.5913,47.45135
-22.167,58.49753
-56.90112,34.79765
-34.45205,47.89626
-1.79619,52.56766
-63.69038,21.18961
-41.73727,35.98666
-16.14971,44.52962
-71.6621,10.81002
-49.95654,23.41011
-26.6621,35.26439
-56.95935,10.59932
-35.91883,23.9201
-10.31848,32.27492
-64.65055,0
-43.7065,12.00223
-21.62155,23.80701
-71.6621,-10.81002
-50.75694,0
-30.55355,12.1081
-56.95935,-10.59933
-38.49418,0
-17.36597,12.0769
-63.69038,-21.18961
-43.7065,-12.00224
-26.0881,0
-13.37957,0
-6.64707,19.83993
2.445,40.00548
-3.03989,7.42959
4.80521,27.29289
18.3379,45.574
-3.03989,-7.42959
7.3883,14.44638
18.3379,33.16792
-6.64707,-19.83993
7.52788,0
18.3379,20.90516
7.3883,-14.44638
18.3379,7.01155
31.87059,27.29289
4.80521,-27.29289
18.3379,-7.01155
29.28751,14.44638
2.445,-40.00548
18.3379,-20.90516
29.14792,0
18.3379,-33.16792
29.28751,-14.44638
39.71569,7.42959
18.3379,-45.574
31.87059,-27.29289
39.71569,-7.42959
50.05537,0
43.32287,19.83993
34.2308,40.00548
54.04178,12.0769
46.99429,32.27492
38.47199,52.56766
62.76391,0
58.29736,23.80701
52.82552,44.52962
67.22936,-12.1081
67.22936,12.1081
63.3379,35.26439
75.16998,0
72.59464,23.9201
71.12785,47.89627
80.3823,-12.00223
80.3823,12.00223
78.41307,35.98667
86.63235,-23.41011
87.43274,0
86.63235,23.41011
93.63515,-10.59932
93.63515,10.59932
93.57693,34.79765
100.36619,-21.18961
101.32635,0
100.36619,21.18961
108.3379,31.71747
90.2671,47.45135
58.8428,58.49753
108.3379,44.42601
83.94337,59.76889
38.02214,67.42523
123.09888,34.79765
108.3379,56.83208
71.93615,71.94359
130.04346,23.41011
126.4087,47.45135
108.3379,69.09484
138.26273,35.98666
132.73243,59.76889
108.3379,82.98845
144.08117,23.9201
145.54795,47.89626
144.73965,71.94359
149.44645,12.1081
153.3379,35.26439
157.833,58.49753
158.37845,23.80701
163.85029,44.52962
178.65366,67.42523
162.63403,12.0769
169.68152,32.27492
178.20381,52.56765
-129.94463,0
-112.77064,12.1081
-93.36765,23.41011
-117.23609,0
-99.6177,12.00223
-79.63381,21.18961
-125.95822,-12.0769
-104.83002,0
-86.36485,10.59932
-136.67713,-19.83993
-112.77064,-12.1081
-92.56726,0
-121.70264,-23.80701
-99.6177,-12.00223
-78.67365,0
-133.00571,-32.27492
-107.40536,-23.9201
-86.36485,-10.59932
-145.7692,-40.00548
-116.6621,-35.26439
-93.36765,-23.41011
-127.17448,-44.52962
-101.58693,-35.98666
-79.63381,-21.18961
-141.52801,-52.56766
-108.87215,-47.89627
-86.42307,-34.79765
-71.6621,-31.71747
-49.95654,-23.41011
-30.55355,-12.1081
-56.90112,-34.79765
-35.91883,-23.9201
-17.36597,-12.0769
-71.6621,-44.42601
-41.73727,-35.98666
-21.62155,-23.80701
-89.7329,-47.45135
-53.5913,-47.45135
-26.6621,-35.26439
-71.6621,-56.83208
-34.45205,-47.89626
-10.31848,-32.27492
-96.05663,-59.76889
-47.26757,-59.76889
-16.14971,-44.52962
-121.1572,-58.49753
-71.6621,-69.09484
-22.167,-58.49753
-108.06385,-71.94359
-35.26035,-71.94359
-1.79619,-52.56766
-141.97786,-67.42523
-71.6621,-82.98845
-1.34634,-67.42523
18.3379,-58.28253
34.2308,-40.00548
43.32287,-19.83993
38.472,-52.56765
46.99429,-32.27492
54.04178,-12.0769
38.02215,-67.42523
52.82552,-44.52962
58.29736,-23.807
18.3379,-79.18998
58.84281,-58.49753
63.3379,-35.26439
71.93616,-71.94359
71.12785,-47.89626
72.59464,-23.92009
108.33791,-82.98845
83.94338,-59.76889
78.41307,-35.98666
-161.6621,-79.18998
108.33791,-69.09484
90.2671,-47.45135
144.73965,-71.94358
108.3379,-56.83208
93.57692,-34.79764
178.65365,-67.42523
132.73243,-59.76888
108.3379,-44.426
108.3379,-31.71747
108.3379,-10.81002
108.3379,10.81002
116.30962,-21.18961
115.34945,0
116.30962,21.18961
123.09888,-34.79765
123.04065,-10.59932
123.04065,10.59933
126.4087,-47.45135
130.04346,-23.41011
129.24306,0
138.26273,-35.98666
136.2935,-12.00223
136.2935,12.00224
145.54795,-47.89626
144.08117,-23.9201
141.50582,0
157.833,-58.49753
153.3379,-35.26439
149.44645,-12.1081
163.85029,-44.52962
158.37845,-23.80701
153.9119,0
178.20381,-52.56765
169.68152,-32.27492
162.63403,-12.0769
166.62043,0
173.35293,19.83993
-177.555,40.00548
176.96011,7.42959
-175.19479,27.29289
-161.6621,45.574
176.96011,-7.42959
-172.6117,14.44638
-161.6621,33.16792
173.35293,-19.83993
-172.47212,0
-161.6621,20.90516
-172.6117,-14.44638
-161.6621,7.01155
-148.12941,27.29289
-175.19479,-27.29289
-161.6621,-7.01155
-150.71249,14.44638
-177.55499,-40.00548
-161.6621,-20.90516
-150.85208,0
-161.6621,-33.16792
-150.71249,-14.44638
-140.28431,7.42959
-161.6621,-45.574
-148.12941,-27.29289
-140.28431,-7.42959
-161.6621,-58.28253
